outcome,organic___0___molarity,organic___0___molarity_max,organic___0____feat__accsitecount_std,organic___0____feat__aliphaticatomcount_std,organic___0____feat__aliphaticringcount_std,organic___0____feat__aromaticatomcount_std,organic___0____feat__aromaticringcount_std,organic___0____feat__asa+_std,organic___0____feat__asa-_std,organic___0____feat__asa_std,organic___0____feat__asah_std,organic___0____feat__asap_std,organic___0____feat__asavdwp_std,organic___0____feat__atomcount_c_std,organic___0____feat__atomcount_n_std,organic___0____feat__avgpol_std,organic___0____feat__balabanindex_std,organic___0____feat__bondcount_std,organic___0____feat__carboaliphaticringcount_std,organic___0____feat__carboaromaticringcount_std,organic___0____feat__carboringcount_std,organic___0____feat__chainatomcount_std,organic___0____feat__cyclomaticnumber_std,organic___0____feat__donsitecount_std,organic___0____feat__fr_amidine,organic___0____feat__fr_halogen,organic___0____feat__fr_nh0,organic___0____feat__fr_nh1,organic___0____feat__fr_nh2,organic___0____feat__fr_piperzine,organic___0____feat__fr_pyridine,organic___0____feat__fr_quatn,organic___0____feat__hacceptorcount_std,organic___0____feat__hdonorcount_std,organic___0____feat__heteroaliphaticringcount_std,organic___0____feat__heteroaromaticringcount_std,organic___0____feat__hyperwienerindex_std,organic___0____feat__largestringsize_std,organic___0____feat__maximalprojectionarea_std,organic___0____feat__maximalprojectionradius_std,organic___0____feat__maximalprojectionsize_std,organic___0____feat__minimalprojectionarea_std,organic___0____feat__minimalprojectionradius_std,organic___0____feat__minimalprojectionsize_std,organic___0____feat__molpol_std,organic___0____feat__organoammoniummolecularweight_std,organic___0____feat__protpsa_std,organic___0____feat__refractivity_std,organic___0____feat__ringatomcount_std,organic___0____feat__rotatablebondcount_std,organic___0____feat__saltmolecularweight,organic___0____feat__smallestringsize_std,organic___0____feat__vanderwaalsvolume_std,organic___0____feat__wienerindex_std,organic___0____feat__wienerpolarity_std,inorganic___0___molarity,inorganic___0___molarity_max,inorganic___0____feat__fr_halogen,inorganic___0____feat__inorganicmolecularweight,solvent___0___molarity,solvent___0___molarity_max,solvent___0____feat__asavdwp,solvent___0____feat__avgpol,solvent___0____feat__hacceptorcount,solvent___0____feat__hansentriple_volume_amount,solvent___0____feat__hansentriple_deltad_amount,solvent___0____feat__hansentriple_deltah_amount,solvent___0____feat__hansentriple_deltap_amount,solvent___0____feat__hansentriple_deltat_amount,solvent___0____feat__maximalprojectionsize,solvent___0____feat__minimalprojectionsize,solvent___0____feat__refractivity,solvent___0____feat__solventmolecularweight,solvent___0____feat__vanderwaalsvolume,acid___0___molarity,acid___0___molarity_max,acid___0____feat__asavdwp,acid___0____feat__avgpol,acid___0____feat__hacceptorcount,acid___0____feat__hansentriple_volume_amount,acid___0____feat__hansentriple_deltad_amount,acid___0____feat__hansentriple_deltah_amount,acid___0____feat__hansentriple_deltap_amount,acid___0____feat__hansentriple_deltat_amount,acid___0____feat__hdonorcount,acid___0____feat__maximalprojectionsize,acid___0____feat__minimalprojectionsize,acid___0____feat__refractivity,acid___0____feat__solventmolecularweight,acid___0____feat__vanderwaalsvolume,alpha_vial_volume,beta_vial_volume,reaction_time,reaction_temperature
1,1.1490979933883771,6.338057445200302,0.0,6.0,0.0,0.0,0.0,229.29,46.05,275.35,218.87,56.48,202.37,4.0,2.0,11.57,2.63,19.0,0.0,0.0,0.0,6.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,58.0,0.0,39.14,4.55,5.31,22.95,3.13,9.08,11.03,90.169,32.08,50.25,0.0,2.0,343.97900000000004,0.0,109.27,32.0,3.0,0.4748181629115324,13.36196611787163,2.0,461.0,9.338802908823522,12.913816689466485,137.48,7.69,1.0,77.0,17.4,11.3,13.7,24.8,5.23,7.04,19.77,73.095,76.8,1.59026721703237,26.50445361720617,65.19,3.37,2.0,37.8,14.3,16.6,11.9,25.0,1.0,3.41,5.19,8.15,46.025,39.21,0.00025,0.0006,57600.0,85.0
1,0.5434551707907512,6.338057445200302,0.0,6.0,0.0,0.0,0.0,229.29,46.05,275.35,218.87,56.48,202.37,4.0,2.0,11.57,2.63,19.0,0.0,0.0,0.0,6.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,58.0,0.0,39.14,4.55,5.31,22.95,3.13,9.08,11.03,90.169,32.08,50.25,0.0,2.0,343.97900000000004,0.0,109.27,32.0,3.0,0.2878818783006928,13.36196611787163,2.0,461.0,11.373332310269516,12.913816689466485,137.48,7.69,1.0,77.0,17.4,11.3,13.7,24.8,5.23,7.04,19.77,73.095,76.8,0.318053443406474,26.50445361720617,65.19,3.37,2.0,37.8,14.3,16.6,11.9,25.0,1.0,3.41,5.19,8.15,46.025,39.21,0.00025,0.0006,57600.0,85.0
1,0.31426439215006485,6.338057445200302,0.0,6.0,0.0,0.0,0.0,229.29,46.05,275.35,218.87,56.48,202.37,4.0,2.0,11.57,2.63,19.0,0.0,0.0,0.0,6.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,58.0,0.0,39.14,4.55,5.31,22.95,3.13,9.08,11.03,90.169,32.08,50.25,0.0,2.0,343.97900000000004,0.0,109.27,32.0,3.0,0.19441373599527284,13.36196611787163,2.0,461.0,11.362434775762878,12.913816689466485,137.48,7.69,1.0,77.0,17.4,11.3,13.7,24.8,5.23,7.04,19.77,73.095,76.8,1.484249402563546,26.50445361720617,65.19,3.37,2.0,37.8,14.3,16.6,11.9,25.0,1.0,3.41,5.19,8.15,46.025,39.21,0.00024999999999999995,0.0006,57600.0,85.0
1,0.0473444112900196,6.338057445200302,0.0,6.0,0.0,0.0,0.0,229.29,46.05,275.35,218.87,56.48,202.37,4.0,2.0,11.57,2.63,19.0,0.0,0.0,0.0,6.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,58.0,0.0,39.14,4.55,5.31,22.95,3.13,9.08,11.03,90.169,32.08,50.25,0.0,2.0,343.97900000000004,0.0,109.27,32.0,3.0,0.01121617707665,13.36196611787163,2.0,461.0,12.754857004951605,12.913816689466485,137.48,7.69,1.0,77.0,17.4,11.3,13.7,24.8,5.23,7.04,19.77,73.095,76.8,0.1060178144688244,26.50445361720617,65.19,3.37,2.0,37.8,14.3,16.6,11.9,25.0,1.0,3.41,5.19,8.15,46.025,39.21,0.00025,0.0006,57600.0,85.0
1,1.178893694180534,6.338057445200302,0.0,6.0,0.0,0.0,0.0,229.29,46.05,275.35,218.87,56.48,202.37,4.0,2.0,11.57,2.63,19.0,0.0,0.0,0.0,6.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,58.0,0.0,39.14,4.55,5.31,22.95,3.13,9.08,11.03,90.169,32.08,50.25,0.0,2.0,343.97900000000004,0.0,109.27,32.0,3.0,0.6654931732145888,13.36196611787163,2.0,461.0,8.680571992322095,12.913816689466485,137.48,7.69,1.0,77.0,17.4,11.3,13.7,24.8,5.23,7.04,19.77,73.095,76.8,2.4384097327829677,26.50445361720617,65.19,3.37,2.0,37.8,14.3,16.6,11.9,25.0,1.0,3.41,5.19,8.15,46.025,39.21,0.00025,0.0006,57600.0,85.0
1,0.0674520898392184,6.338057445200302,0.0,6.0,0.0,0.0,0.0,229.29,46.05,275.35,218.87,56.48,202.37,4.0,2.0,11.57,2.63,19.0,0.0,0.0,0.0,6.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,58.0,0.0,39.14,4.55,5.31,22.95,3.13,9.08,11.03,90.169,32.08,50.25,0.0,2.0,343.97900000000004,0.0,109.27,32.0,3.0,0.0037387256922164,13.36196611787163,2.0,461.0,11.84297466061051,12.913816689466485,137.48,7.69,1.0,77.0,17.4,11.3,13.7,24.8,5.23,7.04,19.77,73.095,76.8,1.9083206604388443,26.50445361720617,65.19,3.37,2.0,37.8,14.3,16.6,11.9,25.0,1.0,3.41,5.19,8.15,46.025,39.21,0.00025,0.0006,57600.0,85.0
1,1.6640742295838644,6.338057445200302,0.0,6.0,0.0,0.0,0.0,229.29,46.05,275.35,218.87,56.48,202.37,4.0,2.0,11.57,2.63,19.0,0.0,0.0,0.0,6.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,58.0,0.0,39.14,4.55,5.31,22.95,3.13,9.08,11.03,90.169,32.08,50.25,0.0,2.0,343.97900000000004,0.0,109.27,32.0,3.0,0.0037387256922164,13.36196611787163,2.0,461.0,8.796471909614718,12.913816689466485,137.48,7.69,1.0,77.0,17.4,11.3,13.7,24.8,5.23,7.04,19.77,73.095,76.8,1.4842494025635455,26.50445361720617,65.19,3.37,2.0,37.8,14.3,16.6,11.9,25.0,1.0,3.41,5.19,8.15,46.025,39.21,0.00025,0.0006,57600.0,85.0
1,1.1575065316056672,6.338057445200302,0.0,6.0,0.0,0.0,0.0,229.29,46.05,275.35,218.87,56.48,202.37,4.0,2.0,11.57,2.63,19.0,0.0,0.0,0.0,6.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,58.0,0.0,39.14,4.55,5.31,22.95,3.13,9.08,11.03,90.169,32.08,50.25,0.0,2.0,343.97900000000004,0.0,109.27,32.0,3.0,0.586979933678036,13.36196611787163,2.0,461.0,9.316581056427555,12.913816689466485,137.48,7.69,1.0,77.0,17.4,11.3,13.7,24.8,5.23,7.04,19.77,73.095,76.8,1.3782315880947205,26.50445361720617,65.19,3.37,2.0,37.8,14.3,16.6,11.9,25.0,1.0,3.41,5.19,8.15,46.025,39.21,0.00025,0.0006,57600.0,85.0
1,0.8900014186120114,6.338057445200302,0.0,6.0,0.0,0.0,0.0,229.29,46.05,275.35,218.87,56.48,202.37,4.0,2.0,11.57,2.63,19.0,0.0,0.0,0.0,6.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,58.0,0.0,39.14,4.55,5.31,22.95,3.13,9.08,11.03,90.169,32.08,50.25,0.0,2.0,343.97900000000004,0.0,109.27,32.0,3.0,0.5682863052169522,13.36196611787163,2.0,461.0,9.72472462347712,12.913816689466485,137.48,7.69,1.0,77.0,17.4,11.3,13.7,24.8,5.23,7.04,19.77,73.095,76.8,1.6962850315011953,26.50445361720617,65.19,3.37,2.0,37.8,14.3,16.6,11.9,25.0,1.0,3.41,5.19,8.15,46.025,39.21,0.00024999999999999995,0.0006,57600.0,85.0
1,1.5017504086487863,6.338057445200302,0.0,6.0,0.0,0.0,0.0,229.29,46.05,275.35,218.87,56.48,202.37,4.0,2.0,11.57,2.63,19.0,0.0,0.0,0.0,6.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,58.0,0.0,39.14,4.55,5.31,22.95,3.13,9.08,11.03,90.169,32.08,50.25,0.0,2.0,343.97900000000004,0.0,109.27,32.0,3.0,0.07851323953655241,13.36196611787163,2.0,461.0,9.468182822279834,12.913816689466485,137.48,7.69,1.0,77.0,17.4,11.3,13.7,24.8,5.23,7.04,19.77,73.095,76.8,0.6361068868129481,26.50445361720617,65.19,3.37,2.0,37.8,14.3,16.6,11.9,25.0,1.0,3.41,5.19,8.15,46.025,39.21,0.00024999999999999995,0.0006,57600.0,85.0
3,0.602132905381038,6.338057445200302,0.0,6.0,0.0,0.0,0.0,229.29,46.05,275.35,218.87,56.48,202.37,4.0,2.0,11.57,2.63,19.0,0.0,0.0,0.0,6.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,58.0,0.0,39.14,4.55,5.31,22.95,3.13,9.08,11.03,90.169,32.08,50.25,0.0,2.0,343.97900000000004,0.0,109.27,32.0,3.0,0.3813500206061124,13.36196611787163,2.0,461.0,8.83895589661042,12.913816689466485,137.48,7.69,1.0,77.0,17.4,11.3,13.7,24.8,5.23,7.04,19.77,73.095,76.8,5.088855094503586,26.50445361720617,65.19,3.37,2.0,37.8,14.3,16.6,11.9,25.0,1.0,3.41,5.19,8.15,46.025,39.21,0.00025,0.0006,57600.0,85.0
1,0.1548289497118148,6.338057445200302,0.0,6.0,0.0,0.0,0.0,229.29,46.05,275.35,218.87,56.48,202.37,4.0,2.0,11.57,2.63,19.0,0.0,0.0,0.0,6.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,58.0,0.0,39.14,4.55,5.31,22.95,3.13,9.08,11.03,90.169,32.08,50.25,0.0,2.0,343.97900000000004,0.0,109.27,32.0,3.0,0.1009455936898532,13.36196611787163,2.0,461.0,12.345826341180523,12.913816689466485,137.48,7.69,1.0,77.0,17.4,11.3,13.7,24.8,5.23,7.04,19.77,73.095,76.8,0.318053443406474,26.50445361720617,65.19,3.37,2.0,37.8,14.3,16.6,11.9,25.0,1.0,3.41,5.19,8.15,46.025,39.21,0.00025,0.0006,57600.0,85.0
1,0.04043467220036679,6.338057445200302,0.0,6.0,0.0,0.0,0.0,229.29,46.05,275.35,218.87,56.48,202.37,4.0,2.0,11.57,2.63,19.0,0.0,0.0,0.0,6.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,58.0,0.0,39.14,4.55,5.31,22.95,3.13,9.08,11.03,90.169,32.08,50.25,0.0,2.0,343.97900000000004,0.0,109.27,32.0,3.0,0.022432354153300398,13.36196611787163,2.0,461.0,12.758095629554738,12.913816689466485,137.48,7.69,1.0,77.0,17.4,11.3,13.7,24.8,5.23,7.04,19.77,73.095,76.8,0.10601781446882437,26.50445361720617,65.19,3.37,2.0,37.8,14.3,16.6,11.9,25.0,1.0,3.41,5.19,8.15,46.025,39.21,0.00025000000000000006,0.0006,57600.0,85.0
1,0.793558075216216,6.338057445200302,0.0,6.0,0.0,0.0,0.0,229.29,46.05,275.35,218.87,56.48,202.37,4.0,2.0,11.57,2.63,19.0,0.0,0.0,0.0,6.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,58.0,0.0,39.14,4.55,5.31,22.95,3.13,9.08,11.03,90.169,32.08,50.25,0.0,2.0,343.97900000000004,0.0,109.27,32.0,3.0,0.246755895686308,13.36196611787163,2.0,461.0,10.696872253724978,12.913816689466485,137.48,7.69,1.0,77.0,17.4,11.3,13.7,24.8,5.23,7.04,19.77,73.095,76.8,0.7421247012817728,26.50445361720617,65.19,3.37,2.0,37.8,14.3,16.6,11.9,25.0,1.0,3.41,5.19,8.15,46.025,39.21,0.00025,0.0006,57600.0,85.0
1,0.7975794358090404,6.338057445200302,0.0,6.0,0.0,0.0,0.0,229.29,46.05,275.35,218.87,56.48,202.37,4.0,2.0,11.57,2.63,19.0,0.0,0.0,0.0,6.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,58.0,0.0,39.14,4.55,5.31,22.95,3.13,9.08,11.03,90.169,32.08,50.25,0.0,2.0,343.97900000000004,0.0,109.27,32.0,3.0,0.4037823747594132,13.36196611787163,2.0,461.0,10.898505643947969,12.913816689466485,137.48,7.69,1.0,77.0,17.4,11.3,13.7,24.8,5.23,7.04,19.77,73.095,76.8,0.0,26.50445361720617,65.19,3.37,2.0,37.8,14.3,16.6,11.9,25.0,1.0,3.41,5.19,8.15,46.025,39.21,0.00025,0.0006,57600.0,85.0
1,0.7446047694550362,6.338057445200302,0.0,6.0,0.0,0.0,0.0,229.29,46.05,275.35,218.87,56.48,202.37,4.0,2.0,11.57,2.63,19.0,0.0,0.0,0.0,6.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,58.0,0.0,39.14,4.55,5.31,22.95,3.13,9.08,11.03,90.169,32.08,50.25,0.0,2.0,343.97900000000004,0.0,109.27,32.0,3.0,0.4897730656803997,13.36196611787163,2.0,461.0,10.355127164902166,12.913816689466485,137.48,7.69,1.0,77.0,17.4,11.3,13.7,24.8,5.23,7.04,19.77,73.095,76.8,1.1661959591570714,26.50445361720617,65.19,3.37,2.0,37.8,14.3,16.6,11.9,25.0,1.0,3.41,5.19,8.15,46.025,39.21,0.00024999999999999995,0.0006,57600.0,85.0
1,0.1388891336851124,6.338057445200302,0.0,6.0,0.0,0.0,0.0,229.29,46.05,275.35,218.87,56.48,202.37,4.0,2.0,11.57,2.63,19.0,0.0,0.0,0.0,6.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,58.0,0.0,39.14,4.55,5.31,22.95,3.13,9.08,11.03,90.169,32.08,50.25,0.0,2.0,343.97900000000004,0.0,109.27,32.0,3.0,0.0261710798455172,13.36196611787163,2.0,461.0,11.572430881163678,12.913816689466485,137.48,7.69,1.0,77.0,17.4,11.3,13.7,24.8,5.23,7.04,19.77,73.095,76.8,2.120356289376494,26.50445361720617,65.19,3.37,2.0,37.8,14.3,16.6,11.9,25.0,1.0,3.41,5.19,8.15,46.025,39.21,0.00025,0.0006,57600.0,85.0
1,0.1493816031636504,6.338057445200302,0.0,6.0,0.0,0.0,0.0,229.29,46.05,275.35,218.87,56.48,202.37,4.0,2.0,11.57,2.63,19.0,0.0,0.0,0.0,6.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,58.0,0.0,39.14,4.55,5.31,22.95,3.13,9.08,11.03,90.169,32.08,50.25,0.0,2.0,343.97900000000004,0.0,109.27,32.0,3.0,0.0972068679976364,13.36196611787163,2.0,461.0,11.327433327683131,12.913816689466485,137.48,7.69,1.0,77.0,17.4,11.3,13.7,24.8,5.23,7.04,19.77,73.095,76.8,2.4384097327829677,26.50445361720617,65.19,3.37,2.0,37.8,14.3,16.6,11.9,25.0,1.0,3.41,5.19,8.15,46.025,39.21,0.00025,0.0006,57600.0,85.0
1,0.1240094865821084,6.338057445200302,0.0,6.0,0.0,0.0,0.0,229.29,46.05,275.35,218.87,56.48,202.37,4.0,2.0,11.57,2.63,19.0,0.0,0.0,0.0,6.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,58.0,0.0,39.14,4.55,5.31,22.95,3.13,9.08,11.03,90.169,32.08,50.25,0.0,2.0,343.97900000000004,0.0,109.27,32.0,3.0,0.0,13.36196611787163,2.0,461.0,12.661146878357572,12.913816689466485,137.48,7.69,1.0,77.0,17.4,11.3,13.7,24.8,5.23,7.04,19.77,73.095,76.8,0.0,26.50445361720617,65.19,3.37,2.0,37.8,14.3,16.6,11.9,25.0,1.0,3.41,5.19,8.15,46.025,39.21,0.00025,0.0006,57600.0,85.0
1,0.163201081342956,6.338057445200302,0.0,6.0,0.0,0.0,0.0,229.29,46.05,275.35,218.87,56.48,202.37,4.0,2.0,11.57,2.63,19.0,0.0,0.0,0.0,6.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,58.0,0.0,39.14,4.55,5.31,22.95,3.13,9.08,11.03,90.169,32.08,50.25,0.0,2.0,343.97900000000004,0.0,109.27,32.0,3.0,0.0747745138443356,13.36196611787163,2.0,461.0,12.250750880118442,12.913816689466485,137.48,7.69,1.0,77.0,17.4,11.3,13.7,24.8,5.23,7.04,19.77,73.095,76.8,0.5300890723441232,26.50445361720617,65.19,3.37,2.0,37.8,14.3,16.6,11.9,25.0,1.0,3.41,5.19,8.15,46.025,39.21,0.00025,0.0006,57600.0,85.0
1,0.9675073477258288,6.338057445200302,0.0,6.0,0.0,0.0,0.0,229.29,46.05,275.35,218.87,56.48,202.37,4.0,2.0,11.57,2.63,19.0,0.0,0.0,0.0,6.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,58.0,0.0,39.14,4.55,5.31,22.95,3.13,9.08,11.03,90.169,32.08,50.25,0.0,2.0,343.97900000000004,0.0,109.27,32.0,3.0,0.568286305216952,13.36196611787163,2.0,461.0,10.03170339235484,12.913816689466485,137.48,7.69,1.0,77.0,17.4,11.3,13.7,24.8,5.23,7.04,19.77,73.095,76.8,0.7421247012817728,26.50445361720617,65.19,3.37,2.0,37.8,14.3,16.6,11.9,25.0,1.0,3.41,5.19,8.15,46.025,39.21,0.00025,0.0006,57600.0,85.0
1,0.38432683789153804,8.819718178858764,2.0,6.0,1.0,0.0,0.0,215.5,15.05,230.55,191.91,38.63,163.85,4.0,1.0,9.76,2.0,16.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,42.0,6.0,32.51,3.64,5.52,23.07,3.25,6.7,9.53,88.12899999999999,25.84,35.18,6.0,0.0,215.034,6.0,92.0,27.0,3.0,0.20303033583133084,13.36196611787163,2.0,461.0,11.948244041345848,12.913816689466485,137.48,7.69,1.0,77.0,17.4,11.3,13.7,24.8,5.23,7.04,19.77,73.095,76.8,0.4240712578752985,26.50445361720617,65.19,3.37,2.0,37.8,14.3,16.6,11.9,25.0,1.0,3.41,5.19,8.15,46.025,39.21,0.00024999999999999995,0.0006,57600.0,85.0
1,0.57134700900951,8.819718178858764,2.0,6.0,1.0,0.0,0.0,215.5,15.05,230.55,191.91,38.63,163.85,4.0,1.0,9.76,2.0,16.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,42.0,6.0,32.51,3.64,5.52,23.07,3.25,6.7,9.53,88.12899999999999,25.84,35.18,6.0,0.0,215.034,6.0,92.0,27.0,3.0,0.1677207122084904,13.36196611787163,2.0,461.0,11.553568985243825,12.913816689466485,137.48,7.69,1.0,77.0,17.4,11.3,13.7,24.8,5.23,7.04,19.77,73.095,76.8,0.7421247012817728,26.50445361720617,65.19,3.37,2.0,37.8,14.3,16.6,11.9,25.0,1.0,3.41,5.19,8.15,46.025,39.21,0.00025,0.0006,57600.0,85.0
1,0.2235056628567144,8.819718178858764,2.0,6.0,1.0,0.0,0.0,215.5,15.05,230.55,191.91,38.63,163.85,4.0,1.0,9.76,2.0,16.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,42.0,6.0,32.51,3.64,5.52,23.07,3.25,6.7,9.53,88.12899999999999,25.84,35.18,6.0,0.0,215.034,6.0,92.0,27.0,3.0,0.1412384944913604,13.36196611787163,2.0,461.0,12.29509279858725,12.913816689466485,137.48,7.69,1.0,77.0,17.4,11.3,13.7,24.8,5.23,7.04,19.77,73.095,76.8,0.318053443406474,26.50445361720617,65.19,3.37,2.0,37.8,14.3,16.6,11.9,25.0,1.0,3.41,5.19,8.15,46.025,39.21,0.00025,0.0006,57600.0,85.0
1,2.1030497064416447,8.819718178858764,2.0,6.0,1.0,0.0,0.0,215.5,15.05,230.55,191.91,38.63,163.85,4.0,1.0,9.76,2.0,16.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,42.0,6.0,32.51,3.64,5.52,23.07,3.25,6.7,9.53,88.12899999999999,25.84,35.18,6.0,0.0,215.034,6.0,92.0,27.0,3.0,0.9974968673452341,13.36196611787163,2.0,461.0,8.405595768788144,12.913816689466485,137.48,7.69,1.0,77.0,17.4,11.3,13.7,24.8,5.23,7.04,19.77,73.095,76.8,0.954160330219422,26.50445361720617,65.19,3.37,2.0,37.8,14.3,16.6,11.9,25.0,1.0,3.41,5.19,8.15,46.025,39.21,0.00025,0.0006,57600.0,85.0
1,0.3526550180475776,8.819718178858764,2.0,6.0,1.0,0.0,0.0,215.5,15.05,230.55,191.91,38.63,163.85,4.0,1.0,9.76,2.0,16.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,42.0,6.0,32.51,3.64,5.52,23.07,3.25,6.7,9.53,88.12899999999999,25.84,35.18,6.0,0.0,215.034,6.0,92.0,27.0,3.0,0.2736495830770108,13.36196611787163,2.0,461.0,12.02967766542304,12.913816689466485,137.48,7.69,1.0,77.0,17.4,11.3,13.7,24.8,5.23,7.04,19.77,73.095,76.8,0.2120356289376492,26.50445361720617,65.19,3.37,2.0,37.8,14.3,16.6,11.9,25.0,1.0,3.41,5.19,8.15,46.025,39.21,0.00025,0.0006,57600.0,85.0
1,0.7146950697762525,8.819718178858764,2.0,6.0,1.0,0.0,0.0,215.5,15.05,230.55,191.91,38.63,163.85,4.0,1.0,9.76,2.0,16.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,42.0,6.0,32.51,3.64,5.52,23.07,3.25,6.7,9.53,88.12899999999999,25.84,35.18,6.0,0.0,215.034,6.0,92.0,27.0,3.0,0.5031621366254722,13.36196611787163,2.0,461.0,11.174453800284962,12.913816689466485,137.48,7.69,1.0,77.0,17.4,11.3,13.7,24.8,5.23,7.04,19.77,73.095,76.8,0.4240712578752985,26.50445361720617,65.19,3.37,2.0,37.8,14.3,16.6,11.9,25.0,1.0,3.41,5.19,8.15,46.025,39.21,0.00024999999999999995,0.0006,57600.0,85.0
1,0.07767417563700563,8.819718178858764,2.0,6.0,1.0,0.0,0.0,215.5,15.05,230.55,191.91,38.63,163.85,4.0,1.0,9.76,2.0,16.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,42.0,6.0,32.51,3.64,5.52,23.07,3.25,6.7,9.53,88.12899999999999,25.84,35.18,6.0,0.0,215.034,6.0,92.0,27.0,3.0,0.017654811811420007,13.36196611787163,2.0,461.0,12.679713073317277,12.913816689466485,137.48,7.69,1.0,77.0,17.4,11.3,13.7,24.8,5.23,7.04,19.77,73.095,76.8,0.21203562893764924,26.50445361720617,65.19,3.37,2.0,37.8,14.3,16.6,11.9,25.0,1.0,3.41,5.19,8.15,46.025,39.21,0.00024999999999999995,0.0006,57600.0,85.0
1,0.8511415233148636,8.819718178858764,2.0,6.0,1.0,0.0,0.0,215.5,15.05,230.55,191.91,38.63,163.85,4.0,1.0,9.76,2.0,16.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,42.0,6.0,32.51,3.64,5.52,23.07,3.25,6.7,9.53,88.12899999999999,25.84,35.18,6.0,0.0,215.034,6.0,92.0,27.0,3.0,0.6708828488339628,13.36196611787163,2.0,461.0,10.760918366649575,12.913816689466485,137.48,7.69,1.0,77.0,17.4,11.3,13.7,24.8,5.23,7.04,19.77,73.095,76.8,0.5300890723441232,26.50445361720617,65.19,3.37,2.0,37.8,14.3,16.6,11.9,25.0,1.0,3.41,5.19,8.15,46.025,39.21,0.00025,0.0006,57600.0,85.0
