chemsys,molarity__Formic Acid (M),prepare__Formic Acid,prepare_FinalVolume (mL),reagent_index,reagent_DispensedVolume (mL),reaction_id
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,4,0.008,2019-11-11T16_17_45.714515+00_00_LBL_E7
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,4,0.003,2019-11-11T16_17_45.714515+00_00_LBL_G7
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,4,0.004999999999999999,2019-11-11T16_17_45.714515+00_00_LBL_A9
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,4,0.004,2019-11-11T16_17_45.714515+00_00_LBL_C9
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,4,0.16099999999999998,2019-11-11T16_17_45.714515+00_00_LBL_E9
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,4,0.004999999999999999,2019-11-11T16_17_45.714515+00_00_LBL_G9
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,4,0.004,2019-11-11T16_17_45.714515+00_00_LBL_A11
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,4,0.089,2019-11-11T16_17_45.714515+00_00_LBL_C11
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,4,0.078,2019-11-11T16_17_45.714515+00_00_LBL_E11
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,4,0.03,2019-11-11T16_17_45.714515+00_00_LBL_G11
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,4,0.001,2019-11-19T18_01_42.850106+00_00_LBL_A1
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,4,0.009000000000000001,2019-11-19T18_01_42.850106+00_00_LBL_C1
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,4,0.015,2019-11-19T18_01_42.850106+00_00_LBL_G1
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,4,0.003,2019-11-19T18_01_42.850106+00_00_LBL_A3
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,4,0.014,2019-11-19T18_01_42.850106+00_00_LBL_C3
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,4,0.001,2019-11-19T18_01_42.850106+00_00_LBL_E3
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,4,0.023,2019-11-19T18_01_42.850106+00_00_LBL_G3
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,4,0.018000000000000002,2019-11-19T18_01_42.850106+00_00_LBL_A5
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,4,0.014,2019-11-19T18_01_42.850106+00_00_LBL_C5
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,4,0.013,2019-11-19T18_01_42.850106+00_00_LBL_E5
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,4,0.016,2019-11-19T18_01_42.850106+00_00_LBL_G5
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,4,0.006,2019-11-19T18_01_42.850106+00_00_LBL_A7
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,4,0.048,2019-11-19T18_01_42.850106+00_00_LBL_C7
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,4,0.003,2019-11-19T18_01_42.850106+00_00_LBL_E7
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,4,0.001,2019-11-19T18_01_42.850106+00_00_LBL_G7
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,4,0.007,2019-11-19T18_01_42.850106+00_00_LBL_A9
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,4,0.011,2019-11-19T18_01_42.850106+00_00_LBL_E9
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,4,0.019999999999999997,2019-11-19T18_01_42.850106+00_00_LBL_G9
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,4,0.023,2019-11-19T18_01_42.850106+00_00_LBL_A11
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,4,0.004999999999999999,2019-11-19T18_01_42.850106+00_00_LBL_E11
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,4,0.007,2019-11-19T18_01_42.850106+00_00_LBL_G11
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,4,0.004,2019-11-19T18_11_24.347682+00_00_LBL_A1
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,4,0.007,2019-11-19T18_11_24.347682+00_00_LBL_C1
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,4,0.003,2019-11-19T18_11_24.347682+00_00_LBL_E1
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,4,0.009000000000000001,2019-11-19T18_11_24.347682+00_00_LBL_G1
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,4,0.002,2019-11-19T18_11_24.347682+00_00_LBL_A3
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,4,0.004,2019-11-19T18_11_24.347682+00_00_LBL_C3
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,4,0.002,2019-11-19T18_11_24.347682+00_00_LBL_E3
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,4,0.004999999999999999,2019-11-19T18_11_24.347682+00_00_LBL_G3
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,4,0.012,2019-11-19T18_11_24.347682+00_00_LBL_A5
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,4,0.009999999999999998,2019-11-19T18_11_24.347682+00_00_LBL_C5
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,4,0.088,2019-11-19T18_11_24.347682+00_00_LBL_E5
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,4,0.022,2019-11-19T18_11_24.347682+00_00_LBL_G5
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,4,0.003,2019-11-19T18_11_24.347682+00_00_LBL_C7
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,4,0.045,2019-11-19T18_11_24.347682+00_00_LBL_E7
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,4,0.013,2019-11-19T18_11_24.347682+00_00_LBL_G7
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,4,0.023,2019-11-19T18_11_24.347682+00_00_LBL_A9
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,4,0.024999999999999998,2019-11-19T18_11_24.347682+00_00_LBL_C9
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,4,0.016,2019-11-19T18_11_24.347682+00_00_LBL_E9
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,4,0.001,2019-11-19T18_11_24.347682+00_00_LBL_G9
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,4,0.004,2019-11-19T18_11_24.347682+00_00_LBL_A11
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,4,0.006,2019-11-19T18_11_24.347682+00_00_LBL_C11
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,4,0.004,2019-11-19T18_11_24.347682+00_00_LBL_E11
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,4,0.032,2019-11-19T18_11_24.347682+00_00_LBL_G11
Formic_Acid,26.50445361720617,6.0 milliliter,6.0,4,0.024,2019-12-03T14_26_34.696140+00_00_LBL_A1
Formic_Acid,26.50445361720617,6.0 milliliter,6.0,4,0.094,2019-12-03T14_26_34.696140+00_00_LBL_C1
Formic_Acid,26.50445361720617,6.0 milliliter,6.0,4,0.10999999999999999,2019-12-03T14_26_34.696140+00_00_LBL_E1
Formic_Acid,26.50445361720617,6.0 milliliter,6.0,4,0.03,2019-12-03T14_26_34.696140+00_00_LBL_G1
Formic_Acid,26.50445361720617,6.0 milliliter,6.0,4,0.020999999999999998,2019-12-03T14_26_34.696140+00_00_LBL_A3
Formic_Acid,26.50445361720617,6.0 milliliter,6.0,4,0.108,2019-12-03T14_26_34.696140+00_00_LBL_C3
Formic_Acid,26.50445361720617,6.0 milliliter,6.0,4,0.07599999999999998,2019-12-03T14_26_34.696140+00_00_LBL_E3
Formic_Acid,26.50445361720617,6.0 milliliter,6.0,4,0.075,2019-12-03T14_26_34.696140+00_00_LBL_G3
Formic_Acid,26.50445361720617,6.0 milliliter,6.0,4,0.013,2019-12-03T14_26_34.696140+00_00_LBL_A5
Formic_Acid,26.50445361720617,6.0 milliliter,6.0,4,0.002,2019-12-03T14_26_34.696140+00_00_LBL_C5
Formic_Acid,26.50445361720617,6.0 milliliter,6.0,4,0.11399999999999999,2019-12-03T14_26_34.696140+00_00_LBL_E5
Formic_Acid,26.50445361720617,6.0 milliliter,6.0,4,0.07599999999999998,2019-12-03T14_26_34.696140+00_00_LBL_G5
Formic_Acid,26.50445361720617,6.0 milliliter,6.0,4,0.06599999999999999,2019-12-03T14_26_34.696140+00_00_LBL_A7
Formic_Acid,26.50445361720617,6.0 milliliter,6.0,4,0.011,2019-12-03T14_26_34.696140+00_00_LBL_C7
Formic_Acid,26.50445361720617,6.0 milliliter,6.0,4,0.044,2019-12-03T14_26_34.696140+00_00_LBL_E7
Formic_Acid,26.50445361720617,6.0 milliliter,6.0,4,0.001,2019-12-03T14_26_34.696140+00_00_LBL_G7
Formic_Acid,26.50445361720617,6.0 milliliter,6.0,4,0.006,2019-12-03T14_26_34.696140+00_00_LBL_A9
Formic_Acid,26.50445361720617,6.0 milliliter,6.0,4,0.048,2019-12-03T14_26_34.696140+00_00_LBL_C9
Formic_Acid,26.50445361720617,6.0 milliliter,6.0,4,0.024,2019-12-03T14_26_34.696140+00_00_LBL_E9
Formic_Acid,26.50445361720617,6.0 milliliter,6.0,4,0.011,2019-12-03T14_26_34.696140+00_00_LBL_G9
Formic_Acid,26.50445361720617,6.0 milliliter,6.0,4,0.022,2019-12-03T14_26_34.696140+00_00_LBL_A11
Formic_Acid,26.50445361720617,6.0 milliliter,6.0,4,0.124,2019-12-03T14_26_34.696140+00_00_LBL_C11
Formic_Acid,26.50445361720617,6.0 milliliter,6.0,4,0.032,2019-12-03T14_26_34.696140+00_00_LBL_E11
Formic_Acid,26.50445361720617,6.0 milliliter,6.0,4,0.026,2019-12-03T14_26_34.696140+00_00_LBL_G11
Formic_Acid,26.50445361720617,6.0 milliliter,6.0,4,0.026,2019-12-03T16_04_22.236974+00_00_LBL_A1
Formic_Acid,26.50445361720617,6.0 milliliter,6.0,4,0.09499999999999999,2019-12-03T16_04_22.236974+00_00_LBL_C1
Formic_Acid,26.50445361720617,6.0 milliliter,6.0,4,0.032999999999999995,2019-12-03T16_04_22.236974+00_00_LBL_E1
Formic_Acid,26.50445361720617,6.0 milliliter,6.0,4,0.034,2019-12-03T16_04_22.236974+00_00_LBL_G1
Formic_Acid,26.50445361720617,6.0 milliliter,6.0,4,0.045,2019-12-03T16_04_22.236974+00_00_LBL_A3
Formic_Acid,26.50445361720617,6.0 milliliter,6.0,4,0.11399999999999999,2019-12-03T16_04_22.236974+00_00_LBL_C3
Formic_Acid,26.50445361720617,6.0 milliliter,6.0,4,0.022,2019-12-03T16_04_22.236974+00_00_LBL_E3
Formic_Acid,26.50445361720617,6.0 milliliter,6.0,4,0.006,2019-12-03T16_04_22.236974+00_00_LBL_G3
Formic_Acid,26.50445361720617,6.0 milliliter,6.0,4,0.12,2019-12-03T16_04_22.236974+00_00_LBL_A5
Formic_Acid,26.50445361720617,6.0 milliliter,6.0,4,0.020999999999999998,2019-12-03T16_04_22.236974+00_00_LBL_C5
Formic_Acid,26.50445361720617,6.0 milliliter,6.0,4,0.019999999999999997,2019-12-03T16_04_22.236974+00_00_LBL_E5
Formic_Acid,26.50445361720617,6.0 milliliter,6.0,4,0.023,2019-12-03T16_04_22.236974+00_00_LBL_G5
Formic_Acid,26.50445361720617,6.0 milliliter,6.0,4,0.071,2019-12-03T16_04_22.236974+00_00_LBL_A7
Formic_Acid,26.50445361720617,6.0 milliliter,6.0,4,0.06999999999999999,2019-12-03T16_04_22.236974+00_00_LBL_C7
Formic_Acid,26.50445361720617,6.0 milliliter,6.0,4,0.047,2019-12-03T16_04_22.236974+00_00_LBL_E7
Formic_Acid,26.50445361720617,6.0 milliliter,6.0,4,0.015,2019-12-03T16_04_22.236974+00_00_LBL_G7
Formic_Acid,26.50445361720617,6.0 milliliter,6.0,4,0.12999999999999998,2019-12-03T16_04_22.236974+00_00_LBL_A9
Formic_Acid,26.50445361720617,6.0 milliliter,6.0,4,0.06,2019-12-03T16_04_22.236974+00_00_LBL_C9
Formic_Acid,26.50445361720617,6.0 milliliter,6.0,4,0.026,2019-12-03T16_04_22.236974+00_00_LBL_E9
Formic_Acid,26.50445361720617,6.0 milliliter,6.0,4,0.011,2019-12-03T16_04_22.236974+00_00_LBL_G9
Formic_Acid,26.50445361720617,6.0 milliliter,6.0,4,0.09899999999999999,2019-12-03T16_04_22.236974+00_00_LBL_A11
Formic_Acid,26.50445361720617,6.0 milliliter,6.0,4,0.002,2019-12-03T16_04_22.236974+00_00_LBL_C11
Formic_Acid,26.50445361720617,6.0 milliliter,6.0,4,0.06,2019-12-03T16_04_22.236974+00_00_LBL_E11
Formic_Acid,26.50445361720617,6.0 milliliter,6.0,4,0.116,2019-12-03T16_04_22.236974+00_00_LBL_G11
Formic_Acid,26.504453617206167,7.0 milliliter,7.0,5,0.008,2019-12-19T20_56_02.291086+00_00_LBL_A1
Formic_Acid,26.504453617206167,7.0 milliliter,7.0,5,0.078,2019-12-19T20_56_02.291086+00_00_LBL_C1
Formic_Acid,26.504453617206167,7.0 milliliter,7.0,5,0.104,2019-12-19T20_56_02.291086+00_00_LBL_E1
Formic_Acid,26.504453617206167,7.0 milliliter,7.0,5,0.118,2019-12-19T20_56_02.291086+00_00_LBL_G1
Formic_Acid,26.504453617206167,7.0 milliliter,7.0,5,0.064,2019-12-19T20_56_02.291086+00_00_LBL_A3
Formic_Acid,26.504453617206167,7.0 milliliter,7.0,5,0.128,2019-12-19T20_56_02.291086+00_00_LBL_C3
Formic_Acid,26.504453617206167,7.0 milliliter,7.0,5,0.051,2019-12-19T20_56_02.291086+00_00_LBL_E3
Formic_Acid,26.504453617206167,7.0 milliliter,7.0,5,0.111,2019-12-19T20_56_02.291086+00_00_LBL_A5
Formic_Acid,26.504453617206167,7.0 milliliter,7.0,5,0.03799999999999999,2019-12-19T20_56_02.291086+00_00_LBL_C5
Formic_Acid,26.504453617206167,7.0 milliliter,7.0,5,0.023,2019-12-19T20_56_02.291086+00_00_LBL_E5
Formic_Acid,26.504453617206167,7.0 milliliter,7.0,5,0.09,2019-12-19T20_56_02.291086+00_00_LBL_G5
Formic_Acid,26.504453617206167,7.0 milliliter,7.0,5,0.07999999999999999,2019-12-19T20_56_02.291086+00_00_LBL_A7
Formic_Acid,26.504453617206167,7.0 milliliter,7.0,5,0.079,2019-12-19T20_56_02.291086+00_00_LBL_E7
Formic_Acid,26.504453617206167,7.0 milliliter,7.0,5,0.102,2019-12-19T20_56_02.291086+00_00_LBL_G7
Formic_Acid,26.504453617206167,7.0 milliliter,7.0,5,0.014,2019-12-19T20_56_02.291086+00_00_LBL_A9
Formic_Acid,26.504453617206167,7.0 milliliter,7.0,5,0.10999999999999999,2019-12-19T20_56_02.291086+00_00_LBL_C9
Formic_Acid,26.504453617206167,7.0 milliliter,7.0,5,0.008,2019-12-19T20_56_02.291086+00_00_LBL_E9
Formic_Acid,26.504453617206167,7.0 milliliter,7.0,5,0.098,2019-12-19T20_56_02.291086+00_00_LBL_G9
Formic_Acid,26.504453617206167,7.0 milliliter,7.0,5,0.046,2019-12-19T20_56_02.291086+00_00_LBL_A11
Formic_Acid,26.504453617206167,7.0 milliliter,7.0,5,0.019999999999999997,2019-12-19T20_56_02.291086+00_00_LBL_C11
Formic_Acid,26.504453617206167,7.0 milliliter,7.0,5,0.053,2019-12-19T20_56_02.291086+00_00_LBL_E11
Formic_Acid,26.504453617206167,7.0 milliliter,7.0,5,0.009999999999999998,2019-12-19T20_56_02.291086+00_00_LBL_G11
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.016,2020-01-17T15_31_16.708198+00_00_LBL_A1
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.039,2020-01-17T15_31_16.708198+00_00_LBL_C1
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.020999999999999998,2020-01-17T15_31_16.708198+00_00_LBL_E1
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.068,2020-01-17T15_31_16.708198+00_00_LBL_G1
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.08399999999999999,2020-01-17T15_31_16.708198+00_00_LBL_A3
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.034999999999999996,2020-01-17T15_31_16.708198+00_00_LBL_C3
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.027,2020-01-17T15_31_16.708198+00_00_LBL_E3
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.006,2020-01-17T15_31_16.708198+00_00_LBL_G3
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.028,2020-01-17T15_31_16.708198+00_00_LBL_A5
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.059,2020-01-17T15_31_16.708198+00_00_LBL_C5
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.06599999999999999,2020-01-17T15_31_16.708198+00_00_LBL_E5
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.07599999999999998,2020-01-17T15_31_16.708198+00_00_LBL_G5
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.016,2020-01-17T15_31_16.708198+00_00_LBL_A7
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.006,2020-01-17T15_31_16.708198+00_00_LBL_C7
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.018999999999999996,2020-01-17T15_31_16.708198+00_00_LBL_E7
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.014,2020-01-17T15_31_16.708198+00_00_LBL_G7
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.064,2020-01-17T15_31_16.708198+00_00_LBL_A9
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.036000000000000004,2020-01-17T15_31_16.708198+00_00_LBL_C9
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.007,2020-01-17T15_31_16.708198+00_00_LBL_E9
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.014,2020-01-17T15_31_16.708198+00_00_LBL_G9
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.018999999999999996,2020-01-17T15_31_16.708198+00_00_LBL_A11
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.048,2020-01-17T15_31_16.708198+00_00_LBL_C11
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.03799999999999999,2020-01-17T15_31_16.708198+00_00_LBL_E11
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.051,2020-01-17T15_31_16.708198+00_00_LBL_G11
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.023,2020-01-25T22_08_57.268862+00_00_LBL_A1
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.039,2020-01-25T22_08_57.268862+00_00_LBL_C1
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.023,2020-01-25T22_08_57.268862+00_00_LBL_E1
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.015,2020-01-25T22_08_57.268862+00_00_LBL_G1
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.017,2020-01-25T22_08_57.268862+00_00_LBL_A3
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.003,2020-01-25T22_08_57.268862+00_00_LBL_C3
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.015,2020-01-25T22_08_57.268862+00_00_LBL_E3
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.024,2020-01-25T22_08_57.268862+00_00_LBL_G3
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.024,2020-01-25T22_08_57.268862+00_00_LBL_A5
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.031,2020-01-25T22_08_57.268862+00_00_LBL_C5
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.03799999999999999,2020-01-25T22_08_57.268862+00_00_LBL_E5
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.004,2020-01-25T22_08_57.268862+00_00_LBL_G5
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.017,2020-01-25T22_08_57.268862+00_00_LBL_A7
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.015,2020-01-25T22_08_57.268862+00_00_LBL_C7
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.043,2020-01-25T22_08_57.268862+00_00_LBL_E7
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.004999999999999999,2020-01-25T22_08_57.268862+00_00_LBL_G7
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.034999999999999996,2020-01-25T22_08_57.268862+00_00_LBL_A9
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.028,2020-01-25T22_08_57.268862+00_00_LBL_C9
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.017,2020-01-25T22_08_57.268862+00_00_LBL_E9
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.006,2020-01-25T22_08_57.268862+00_00_LBL_G9
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.003,2020-01-25T22_08_57.268862+00_00_LBL_A11
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.014,2020-01-25T22_08_57.268862+00_00_LBL_C11
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.004999999999999999,2020-01-25T22_08_57.268862+00_00_LBL_E11
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.051,2020-01-25T22_08_57.268862+00_00_LBL_G11
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.006,2020-01-25T22_09_56.031008+00_00_LBL_C1
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.019999999999999997,2020-01-25T22_09_56.031008+00_00_LBL_E1
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.002,2020-01-25T22_09_56.031008+00_00_LBL_G1
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.008,2020-01-25T22_09_56.031008+00_00_LBL_A3
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.004999999999999999,2020-01-25T22_09_56.031008+00_00_LBL_C3
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.003,2020-01-25T22_09_56.031008+00_00_LBL_E3
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.004,2020-01-25T22_09_56.031008+00_00_LBL_G3
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.027,2020-01-25T22_09_56.031008+00_00_LBL_A5
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.002,2020-01-25T22_09_56.031008+00_00_LBL_C5
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.004,2020-01-25T22_09_56.031008+00_00_LBL_E5
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.019999999999999997,2020-01-25T22_09_56.031008+00_00_LBL_G5
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.045,2020-01-25T22_09_56.031008+00_00_LBL_A7
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.020999999999999998,2020-01-25T22_09_56.031008+00_00_LBL_C7
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.004999999999999999,2020-01-25T22_09_56.031008+00_00_LBL_E7
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.002,2020-01-25T22_09_56.031008+00_00_LBL_G7
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.020999999999999998,2020-01-25T22_09_56.031008+00_00_LBL_A9
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.036000000000000004,2020-01-25T22_09_56.031008+00_00_LBL_C9
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.056,2020-01-25T22_09_56.031008+00_00_LBL_G9
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.018999999999999996,2020-01-25T22_09_56.031008+00_00_LBL_A11
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.006,2020-01-25T22_09_56.031008+00_00_LBL_C11
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.047,2020-01-25T22_09_56.031008+00_00_LBL_E11
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.031,2020-01-25T22_09_56.031008+00_00_LBL_G11
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.046,2020-02-04T21_45_51.450525+00_00_LBL_A1
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.05499999999999999,2020-02-04T21_45_51.450525+00_00_LBL_C1
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.017,2020-02-04T21_45_51.450525+00_00_LBL_E1
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.036000000000000004,2020-02-04T21_45_51.450525+00_00_LBL_G1
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.032999999999999995,2020-02-04T21_45_51.450525+00_00_LBL_A3
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.067,2020-02-04T21_45_51.450525+00_00_LBL_C3
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.001,2020-02-04T21_45_51.450525+00_00_LBL_E3
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.041999999999999996,2020-02-04T21_45_51.450525+00_00_LBL_G3
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.026,2020-02-04T21_45_51.450525+00_00_LBL_A5
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.023,2020-02-04T21_45_51.450525+00_00_LBL_C5
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.001,2020-02-04T21_45_51.450525+00_00_LBL_E5
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.059,2020-02-04T21_45_51.450525+00_00_LBL_G5
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.059,2020-02-04T21_45_51.450525+00_00_LBL_A7
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.011,2020-02-04T21_45_51.450525+00_00_LBL_C7
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.028,2020-02-04T21_45_51.450525+00_00_LBL_G7
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.019999999999999997,2020-02-04T21_45_51.450525+00_00_LBL_A9
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.016,2020-02-04T21_45_51.450525+00_00_LBL_C9
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.08099999999999999,2020-02-04T21_45_51.450525+00_00_LBL_E9
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.013,2020-02-04T21_45_51.450525+00_00_LBL_G9
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.032999999999999995,2020-02-04T21_45_51.450525+00_00_LBL_A11
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.018999999999999996,2020-02-04T21_45_51.450525+00_00_LBL_C11
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.002,2020-02-04T21_45_51.450525+00_00_LBL_E11
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.011,2020-02-04T21_45_51.450525+00_00_LBL_G11
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.039999999999999994,2020-02-05T15_44_25.589623+00_00_LBL_A1
Formic_Acid,26.50445361720617,5.0 milliliter,5.0,7,0.03799999999999999,2020-02-05T15_44_25.589623+00_00_LBL_C1
