chemsys,molarity__4-Methoxy-Phenylammonium iodide (M),prepare__4-Methoxy-Phenylammonium iodide,molarity__Gamma-Butyrolactone (M),prepare__Gamma-Butyrolactone,prepare_FinalVolume (mL),reagent_index,reagent_DispensedVolume (mL),reaction_id
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.107455209932834,4.49 gram,7.279047370267408,3.22 milliliter,5.755017397897799,2,0.007,2021-05-12T16_02_04.291158+00_00_LBL_E3
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.107455209932834,4.49 gram,7.279047370267408,3.22 milliliter,5.755017397897799,2,0.045,2021-05-12T16_02_04.291158+00_00_LBL_G3
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.107455209932834,4.49 gram,7.279047370267408,3.22 milliliter,5.755017397897799,2,0.09,2021-05-12T16_02_04.291158+00_00_LBL_A5
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.107455209932834,4.49 gram,7.279047370267408,3.22 milliliter,5.755017397897799,2,0.08499999999999999,2021-05-12T16_02_04.291158+00_00_LBL_C5
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.107455209932834,4.49 gram,7.279047370267408,3.22 milliliter,5.755017397897799,2,0.067,2021-05-12T16_02_04.291158+00_00_LBL_E5
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.107455209932834,4.49 gram,7.279047370267408,3.22 milliliter,5.755017397897799,2,0.087,2021-05-12T16_02_04.291158+00_00_LBL_G5
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.107455209932834,4.49 gram,7.279047370267408,3.22 milliliter,5.755017397897799,2,0.154,2021-05-12T16_02_04.291158+00_00_LBL_A7
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.107455209932834,4.49 gram,7.279047370267408,3.22 milliliter,5.755017397897799,2,0.039999999999999994,2021-05-12T16_02_04.291158+00_00_LBL_C7
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.107455209932834,4.49 gram,7.279047370267408,3.22 milliliter,5.755017397897799,2,0.13799999999999998,2021-05-12T16_02_04.291158+00_00_LBL_E7
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.107455209932834,4.49 gram,7.279047370267408,3.22 milliliter,5.755017397897799,2,0.073,2021-05-12T16_02_04.291158+00_00_LBL_G7
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.107455209932834,4.49 gram,7.279047370267408,3.22 milliliter,5.755017397897799,2,0.09099999999999998,2021-05-12T16_02_04.291158+00_00_LBL_A9
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.107455209932834,4.49 gram,7.279047370267408,3.22 milliliter,5.755017397897799,2,0.067,2021-05-12T16_02_04.291158+00_00_LBL_C9
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.107455209932834,4.49 gram,7.279047370267408,3.22 milliliter,5.755017397897799,2,0.049,2021-05-12T16_02_04.291158+00_00_LBL_E9
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.107455209932834,4.49 gram,7.279047370267408,3.22 milliliter,5.755017397897799,2,0.15999999999999998,2021-05-12T16_02_04.291158+00_00_LBL_G9
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.107455209932834,4.49 gram,7.279047370267408,3.22 milliliter,5.755017397897799,2,0.09999999999999999,2021-05-12T16_02_04.291158+00_00_LBL_A11
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.107455209932834,4.49 gram,7.279047370267408,3.22 milliliter,5.755017397897799,2,0.109,2021-05-12T16_02_04.291158+00_00_LBL_C11
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.107455209932834,4.49 gram,7.279047370267408,3.22 milliliter,5.755017397897799,2,0.001,2021-05-12T16_02_04.291158+00_00_LBL_E11
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.107455209932834,4.49 gram,7.279047370267408,3.22 milliliter,5.755017397897799,2,0.045,2021-05-12T16_02_04.291158+00_00_LBL_G11
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.1105506117902375,4.498 gram,7.273339004677558,3.22 milliliter,5.7595341326824725,2,0.09099999999999998,2021-05-12T17_53_13.165008+00_00_HC_A1
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.1105506117902375,4.498 gram,7.273339004677558,3.22 milliliter,5.7595341326824725,2,0.007,2021-05-12T17_53_13.165008+00_00_HC_C1
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.1105506117902375,4.498 gram,7.273339004677558,3.22 milliliter,5.7595341326824725,2,0.06999999999999999,2021-05-12T17_53_13.165008+00_00_HC_E1
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.1105506117902375,4.498 gram,7.273339004677558,3.22 milliliter,5.7595341326824725,2,0.003,2021-05-12T17_53_13.165008+00_00_HC_G1
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.1105506117902375,4.498 gram,7.273339004677558,3.22 milliliter,5.7595341326824725,2,0.13999999999999999,2021-05-12T17_53_13.165008+00_00_HC_A3
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.1105506117902375,4.498 gram,7.273339004677558,3.22 milliliter,5.7595341326824725,2,0.039999999999999994,2021-05-12T17_53_13.165008+00_00_HC_C3
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.1105506117902375,4.498 gram,7.273339004677558,3.22 milliliter,5.7595341326824725,2,0.007,2021-05-12T17_53_13.165008+00_00_HC_E3
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.1105506117902375,4.498 gram,7.273339004677558,3.22 milliliter,5.7595341326824725,2,0.045,2021-05-12T17_53_13.165008+00_00_HC_G3
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.1105506117902375,4.498 gram,7.273339004677558,3.22 milliliter,5.7595341326824725,2,0.09,2021-05-12T17_53_13.165008+00_00_HC_A5
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.1105506117902375,4.498 gram,7.273339004677558,3.22 milliliter,5.7595341326824725,2,0.08499999999999999,2021-05-12T17_53_13.165008+00_00_HC_C5
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.1105506117902375,4.498 gram,7.273339004677558,3.22 milliliter,5.7595341326824725,2,0.067,2021-05-12T17_53_13.165008+00_00_HC_E5
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.1105506117902375,4.498 gram,7.273339004677558,3.22 milliliter,5.7595341326824725,2,0.087,2021-05-12T17_53_13.165008+00_00_HC_G5
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.1105506117902375,4.498 gram,7.273339004677558,3.22 milliliter,5.7595341326824725,2,0.154,2021-05-12T17_53_13.165008+00_00_HC_A7
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.1105506117902375,4.498 gram,7.273339004677558,3.22 milliliter,5.7595341326824725,2,0.039999999999999994,2021-05-12T17_53_13.165008+00_00_HC_C7
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.1105506117902375,4.498 gram,7.273339004677558,3.22 milliliter,5.7595341326824725,2,0.13799999999999998,2021-05-12T17_53_13.165008+00_00_HC_E7
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.1105506117902375,4.498 gram,7.273339004677558,3.22 milliliter,5.7595341326824725,2,0.073,2021-05-12T17_53_13.165008+00_00_HC_G7
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.1105506117902375,4.498 gram,7.273339004677558,3.22 milliliter,5.7595341326824725,2,0.09099999999999998,2021-05-12T17_53_13.165008+00_00_HC_A9
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.1105506117902375,4.498 gram,7.273339004677558,3.22 milliliter,5.7595341326824725,2,0.067,2021-05-12T17_53_13.165008+00_00_HC_C9
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.1105506117902375,4.498 gram,7.273339004677558,3.22 milliliter,5.7595341326824725,2,0.049,2021-05-12T17_53_13.165008+00_00_HC_E9
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.1105506117902375,4.498 gram,7.273339004677558,3.22 milliliter,5.7595341326824725,2,0.15999999999999998,2021-05-12T17_53_13.165008+00_00_HC_G9
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.1105506117902375,4.498 gram,7.273339004677558,3.22 milliliter,5.7595341326824725,2,0.09999999999999999,2021-05-12T17_53_13.165008+00_00_HC_A11
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.1105506117902375,4.498 gram,7.273339004677558,3.22 milliliter,5.7595341326824725,2,0.109,2021-05-12T17_53_13.165008+00_00_HC_C11
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.1105506117902375,4.498 gram,7.273339004677558,3.22 milliliter,5.7595341326824725,2,0.001,2021-05-12T17_53_13.165008+00_00_HC_E11
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.1105506117902375,4.498 gram,7.273339004677558,3.22 milliliter,5.7595341326824725,2,0.045,2021-05-12T17_53_13.165008+00_00_HC_G11
