chemsys,molarity__Dichloromethane (M),prepare__Dichloromethane,prepare_FinalVolume (mL),reagent_index,reagent_DispensedVolume (mL),reaction_id
Dichloromethane,15.659955257270694,20.0 milliliter,20.0,6,0.6,2019-12-03T14_26_34.696140+00_00_LBL_G3
Dichloromethane,15.659955257270694,20.0 milliliter,20.0,6,0.6,2019-12-03T14_26_34.696140+00_00_LBL_A5
Dichloromethane,15.659955257270694,20.0 milliliter,20.0,6,0.6,2019-12-03T14_26_34.696140+00_00_LBL_C5
Dichloromethane,15.659955257270694,20.0 milliliter,20.0,6,0.6,2019-12-03T14_26_34.696140+00_00_LBL_E5
Dichloromethane,15.659955257270694,20.0 milliliter,20.0,6,0.6,2019-12-03T14_26_34.696140+00_00_LBL_G5
Dichloromethane,15.659955257270694,20.0 milliliter,20.0,6,0.6,2019-12-03T14_26_34.696140+00_00_LBL_A7
Dichloromethane,15.659955257270694,20.0 milliliter,20.0,6,0.6,2019-12-03T14_26_34.696140+00_00_LBL_C7
Dichloromethane,15.659955257270694,20.0 milliliter,20.0,6,0.6,2019-12-03T14_26_34.696140+00_00_LBL_E7
Dichloromethane,15.659955257270694,20.0 milliliter,20.0,6,0.6,2019-12-03T14_26_34.696140+00_00_LBL_G7
Dichloromethane,15.659955257270694,20.0 milliliter,20.0,6,0.6,2019-12-03T14_26_34.696140+00_00_LBL_A9
Dichloromethane,15.659955257270694,20.0 milliliter,20.0,6,0.6,2019-12-03T14_26_34.696140+00_00_LBL_C9
Dichloromethane,15.659955257270694,20.0 milliliter,20.0,6,0.6,2019-12-03T14_26_34.696140+00_00_LBL_E9
Dichloromethane,15.659955257270694,20.0 milliliter,20.0,6,0.6,2019-12-03T14_26_34.696140+00_00_LBL_G9
Dichloromethane,15.659955257270694,20.0 milliliter,20.0,6,0.6,2019-12-03T14_26_34.696140+00_00_LBL_A11
Dichloromethane,15.659955257270694,20.0 milliliter,20.0,6,0.6,2019-12-03T14_26_34.696140+00_00_LBL_C11
Dichloromethane,15.659955257270694,20.0 milliliter,20.0,6,0.6,2019-12-03T14_26_34.696140+00_00_LBL_E11
Dichloromethane,15.659955257270694,20.0 milliliter,20.0,6,0.6,2019-12-03T14_26_34.696140+00_00_LBL_G11
Dichloromethane,15.659955257270694,20.0 milliliter,20.0,6,0.6,2019-12-03T16_04_22.236974+00_00_LBL_A1
Dichloromethane,15.659955257270694,20.0 milliliter,20.0,6,0.6,2019-12-03T16_04_22.236974+00_00_LBL_C1
Dichloromethane,15.659955257270694,20.0 milliliter,20.0,6,0.6,2019-12-03T16_04_22.236974+00_00_LBL_E1
Dichloromethane,15.659955257270694,20.0 milliliter,20.0,6,0.6,2019-12-03T16_04_22.236974+00_00_LBL_G1
Dichloromethane,15.659955257270694,20.0 milliliter,20.0,6,0.6,2019-12-03T16_04_22.236974+00_00_LBL_A3
Dichloromethane,15.659955257270694,20.0 milliliter,20.0,6,0.6,2019-12-03T16_04_22.236974+00_00_LBL_C3
Dichloromethane,15.659955257270694,20.0 milliliter,20.0,6,0.6,2019-12-03T16_04_22.236974+00_00_LBL_E3
Dichloromethane,15.659955257270694,20.0 milliliter,20.0,6,0.6,2019-12-03T16_04_22.236974+00_00_LBL_G3
Dichloromethane,15.659955257270694,20.0 milliliter,20.0,6,0.6,2019-12-03T16_04_22.236974+00_00_LBL_A5
Dichloromethane,15.659955257270694,20.0 milliliter,20.0,6,0.6,2019-12-03T16_04_22.236974+00_00_LBL_C5
Dichloromethane,15.659955257270694,20.0 milliliter,20.0,6,0.6,2019-12-03T16_04_22.236974+00_00_LBL_E5
Dichloromethane,15.659955257270694,20.0 milliliter,20.0,6,0.6,2019-12-03T16_04_22.236974+00_00_LBL_G5
Dichloromethane,15.659955257270694,20.0 milliliter,20.0,6,0.6,2019-12-03T16_04_22.236974+00_00_LBL_A7
Dichloromethane,15.659955257270694,20.0 milliliter,20.0,6,0.6,2019-12-03T16_04_22.236974+00_00_LBL_C7
Dichloromethane,15.659955257270694,20.0 milliliter,20.0,6,0.6,2019-12-03T16_04_22.236974+00_00_LBL_E7
Dichloromethane,15.659955257270694,20.0 milliliter,20.0,6,0.6,2019-12-03T16_04_22.236974+00_00_LBL_G7
Dichloromethane,15.659955257270694,20.0 milliliter,20.0,6,0.6,2019-12-03T16_04_22.236974+00_00_LBL_A9
Dichloromethane,15.659955257270694,20.0 milliliter,20.0,6,0.6,2019-12-03T16_04_22.236974+00_00_LBL_C9
Dichloromethane,15.659955257270694,20.0 milliliter,20.0,6,0.6,2019-12-03T16_04_22.236974+00_00_LBL_E9
Dichloromethane,15.659955257270694,20.0 milliliter,20.0,6,0.6,2019-12-03T16_04_22.236974+00_00_LBL_G9
Dichloromethane,15.659955257270694,20.0 milliliter,20.0,6,0.6,2019-12-03T16_04_22.236974+00_00_LBL_A11
Dichloromethane,15.659955257270694,20.0 milliliter,20.0,6,0.6,2019-12-03T16_04_22.236974+00_00_LBL_C11
Dichloromethane,15.659955257270694,20.0 milliliter,20.0,6,0.6,2019-12-03T16_04_22.236974+00_00_LBL_E11
Dichloromethane,15.659955257270694,20.0 milliliter,20.0,6,0.6,2019-12-03T16_04_22.236974+00_00_LBL_G11
Dichloromethane,15.65995525727069,26.0 milliliter,26.000000000000004,6,0.85,2019-12-19T20_56_02.291086+00_00_LBL_A1
Dichloromethane,15.65995525727069,26.0 milliliter,26.000000000000004,6,0.85,2019-12-19T20_56_02.291086+00_00_LBL_C1
Dichloromethane,15.65995525727069,26.0 milliliter,26.000000000000004,6,0.85,2019-12-19T20_56_02.291086+00_00_LBL_E1
Dichloromethane,15.65995525727069,26.0 milliliter,26.000000000000004,6,0.85,2019-12-19T20_56_02.291086+00_00_LBL_G1
Dichloromethane,15.65995525727069,26.0 milliliter,26.000000000000004,6,0.85,2019-12-19T20_56_02.291086+00_00_LBL_A3
Dichloromethane,15.65995525727069,26.0 milliliter,26.000000000000004,6,0.85,2019-12-19T20_56_02.291086+00_00_LBL_C3
Dichloromethane,15.65995525727069,26.0 milliliter,26.000000000000004,6,0.85,2019-12-19T20_56_02.291086+00_00_LBL_E3
Dichloromethane,15.65995525727069,26.0 milliliter,26.000000000000004,6,0.85,2019-12-19T20_56_02.291086+00_00_LBL_G3
Dichloromethane,15.65995525727069,26.0 milliliter,26.000000000000004,6,0.85,2019-12-19T20_56_02.291086+00_00_LBL_A5
Dichloromethane,15.65995525727069,26.0 milliliter,26.000000000000004,6,0.85,2019-12-19T20_56_02.291086+00_00_LBL_C5
Dichloromethane,15.65995525727069,26.0 milliliter,26.000000000000004,6,0.85,2019-12-19T20_56_02.291086+00_00_LBL_E5
Dichloromethane,15.65995525727069,26.0 milliliter,26.000000000000004,6,0.85,2019-12-19T20_56_02.291086+00_00_LBL_G5
Dichloromethane,15.65995525727069,26.0 milliliter,26.000000000000004,6,0.85,2019-12-19T20_56_02.291086+00_00_LBL_A7
Dichloromethane,15.65995525727069,26.0 milliliter,26.000000000000004,6,0.85,2019-12-19T20_56_02.291086+00_00_LBL_C7
Dichloromethane,15.65995525727069,26.0 milliliter,26.000000000000004,6,0.85,2019-12-19T20_56_02.291086+00_00_LBL_E7
Dichloromethane,15.65995525727069,26.0 milliliter,26.000000000000004,6,0.85,2019-12-19T20_56_02.291086+00_00_LBL_G7
Dichloromethane,15.65995525727069,26.0 milliliter,26.000000000000004,6,0.85,2019-12-19T20_56_02.291086+00_00_LBL_A9
Dichloromethane,15.65995525727069,26.0 milliliter,26.000000000000004,6,0.85,2019-12-19T20_56_02.291086+00_00_LBL_C9
Dichloromethane,15.65995525727069,26.0 milliliter,26.000000000000004,6,0.85,2019-12-19T20_56_02.291086+00_00_LBL_E9
Dichloromethane,15.65995525727069,26.0 milliliter,26.000000000000004,6,0.85,2019-12-19T20_56_02.291086+00_00_LBL_G9
Dichloromethane,15.65995525727069,26.0 milliliter,26.000000000000004,6,0.85,2019-12-19T20_56_02.291086+00_00_LBL_A11
Dichloromethane,15.65995525727069,26.0 milliliter,26.000000000000004,6,0.85,2019-12-19T20_56_02.291086+00_00_LBL_C11
Dichloromethane,15.65995525727069,26.0 milliliter,26.000000000000004,6,0.85,2019-12-19T20_56_02.291086+00_00_LBL_E11
Dichloromethane,15.65995525727069,26.0 milliliter,26.000000000000004,6,0.85,2019-12-19T20_56_02.291086+00_00_LBL_G11
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-01-17T15_31_16.708198+00_00_LBL_A1
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-01-17T15_31_16.708198+00_00_LBL_C1
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-01-17T15_31_16.708198+00_00_LBL_E1
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-01-17T15_31_16.708198+00_00_LBL_G1
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-01-17T15_31_16.708198+00_00_LBL_A3
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-01-17T15_31_16.708198+00_00_LBL_C3
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-01-17T15_31_16.708198+00_00_LBL_E3
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-01-17T15_31_16.708198+00_00_LBL_G3
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-01-17T15_31_16.708198+00_00_LBL_A5
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-01-17T15_31_16.708198+00_00_LBL_C5
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-01-17T15_31_16.708198+00_00_LBL_E5
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-01-17T15_31_16.708198+00_00_LBL_G5
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-01-17T15_31_16.708198+00_00_LBL_A7
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-01-17T15_31_16.708198+00_00_LBL_C7
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-01-17T15_31_16.708198+00_00_LBL_E7
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-01-17T15_31_16.708198+00_00_LBL_G7
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-01-17T15_31_16.708198+00_00_LBL_A9
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-01-17T15_31_16.708198+00_00_LBL_C9
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-01-17T15_31_16.708198+00_00_LBL_E9
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-01-17T15_31_16.708198+00_00_LBL_G9
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-01-17T15_31_16.708198+00_00_LBL_A11
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-01-17T15_31_16.708198+00_00_LBL_C11
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-01-17T15_31_16.708198+00_00_LBL_E11
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-01-17T15_31_16.708198+00_00_LBL_G11
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-01-25T22_08_57.268862+00_00_LBL_A1
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-01-25T22_08_57.268862+00_00_LBL_C1
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-01-25T22_08_57.268862+00_00_LBL_E1
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-01-25T22_08_57.268862+00_00_LBL_G1
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-01-25T22_08_57.268862+00_00_LBL_A3
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-01-25T22_08_57.268862+00_00_LBL_C3
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-01-25T22_08_57.268862+00_00_LBL_E3
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-01-25T22_08_57.268862+00_00_LBL_G3
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-01-25T22_08_57.268862+00_00_LBL_A5
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-01-25T22_08_57.268862+00_00_LBL_C5
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-01-25T22_08_57.268862+00_00_LBL_E5
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-01-25T22_08_57.268862+00_00_LBL_G5
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-01-25T22_08_57.268862+00_00_LBL_A7
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-01-25T22_08_57.268862+00_00_LBL_C7
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-01-25T22_08_57.268862+00_00_LBL_E7
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-01-25T22_08_57.268862+00_00_LBL_G7
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-01-25T22_08_57.268862+00_00_LBL_A9
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-01-25T22_08_57.268862+00_00_LBL_C9
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-01-25T22_08_57.268862+00_00_LBL_E9
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-01-25T22_08_57.268862+00_00_LBL_G9
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-01-25T22_08_57.268862+00_00_LBL_A11
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-01-25T22_08_57.268862+00_00_LBL_C11
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-01-25T22_08_57.268862+00_00_LBL_E11
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-01-25T22_08_57.268862+00_00_LBL_G11
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-01-25T22_09_56.031008+00_00_LBL_A1
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-01-25T22_09_56.031008+00_00_LBL_C1
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-01-25T22_09_56.031008+00_00_LBL_E1
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-01-25T22_09_56.031008+00_00_LBL_G1
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-01-25T22_09_56.031008+00_00_LBL_A3
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-01-25T22_09_56.031008+00_00_LBL_C3
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-01-25T22_09_56.031008+00_00_LBL_E3
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-01-25T22_09_56.031008+00_00_LBL_G3
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-01-25T22_09_56.031008+00_00_LBL_A5
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-01-25T22_09_56.031008+00_00_LBL_C5
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-01-25T22_09_56.031008+00_00_LBL_E5
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-01-25T22_09_56.031008+00_00_LBL_G5
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-01-25T22_09_56.031008+00_00_LBL_A7
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-01-25T22_09_56.031008+00_00_LBL_C7
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-01-25T22_09_56.031008+00_00_LBL_E7
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-01-25T22_09_56.031008+00_00_LBL_G7
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-01-25T22_09_56.031008+00_00_LBL_A9
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-01-25T22_09_56.031008+00_00_LBL_C9
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-01-25T22_09_56.031008+00_00_LBL_E9
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-01-25T22_09_56.031008+00_00_LBL_G9
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-01-25T22_09_56.031008+00_00_LBL_A11
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-01-25T22_09_56.031008+00_00_LBL_C11
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-01-25T22_09_56.031008+00_00_LBL_E11
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-01-25T22_09_56.031008+00_00_LBL_G11
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-02-04T21_45_51.450525+00_00_LBL_A1
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-02-04T21_45_51.450525+00_00_LBL_C1
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-02-04T21_45_51.450525+00_00_LBL_E1
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-02-04T21_45_51.450525+00_00_LBL_G1
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-02-04T21_45_51.450525+00_00_LBL_A3
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-02-04T21_45_51.450525+00_00_LBL_C3
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-02-04T21_45_51.450525+00_00_LBL_E3
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-02-04T21_45_51.450525+00_00_LBL_G3
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-02-04T21_45_51.450525+00_00_LBL_A5
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-02-04T21_45_51.450525+00_00_LBL_C5
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-02-04T21_45_51.450525+00_00_LBL_E5
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-02-04T21_45_51.450525+00_00_LBL_G5
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-02-04T21_45_51.450525+00_00_LBL_A7
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-02-04T21_45_51.450525+00_00_LBL_C7
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-02-04T21_45_51.450525+00_00_LBL_E7
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-02-04T21_45_51.450525+00_00_LBL_G7
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-02-04T21_45_51.450525+00_00_LBL_A9
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-02-04T21_45_51.450525+00_00_LBL_C9
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-02-04T21_45_51.450525+00_00_LBL_E9
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-02-04T21_45_51.450525+00_00_LBL_G9
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-02-04T21_45_51.450525+00_00_LBL_A11
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-02-04T21_45_51.450525+00_00_LBL_C11
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-02-04T21_45_51.450525+00_00_LBL_E11
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-02-04T21_45_51.450525+00_00_LBL_G11
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-02-04T21_47_57.124352+00_00_LBL_A1
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-02-04T21_47_57.124352+00_00_LBL_C1
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-02-04T21_47_57.124352+00_00_LBL_E1
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-02-04T21_47_57.124352+00_00_LBL_G1
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-02-04T21_47_57.124352+00_00_LBL_A3
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-02-04T21_47_57.124352+00_00_LBL_C3
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-02-04T21_47_57.124352+00_00_LBL_E3
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-02-04T21_47_57.124352+00_00_LBL_G3
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-02-04T21_47_57.124352+00_00_LBL_A5
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-02-04T21_47_57.124352+00_00_LBL_C5
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-02-04T21_47_57.124352+00_00_LBL_E5
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-02-04T21_47_57.124352+00_00_LBL_G5
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-02-04T21_47_57.124352+00_00_LBL_A7
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-02-04T21_47_57.124352+00_00_LBL_C7
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-02-04T21_47_57.124352+00_00_LBL_E7
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-02-04T21_47_57.124352+00_00_LBL_G7
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-02-04T21_47_57.124352+00_00_LBL_A9
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-02-04T21_47_57.124352+00_00_LBL_C9
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-02-04T21_47_57.124352+00_00_LBL_E9
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-02-04T21_47_57.124352+00_00_LBL_G9
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-02-04T21_47_57.124352+00_00_LBL_A11
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-02-04T21_47_57.124352+00_00_LBL_C11
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-02-04T21_47_57.124352+00_00_LBL_E11
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-02-04T21_47_57.124352+00_00_LBL_G11
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-02-05T15_44_25.589623+00_00_LBL_A1
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-02-05T15_44_25.589623+00_00_LBL_C1
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-02-05T15_44_25.589623+00_00_LBL_E1
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-02-05T15_44_25.589623+00_00_LBL_G1
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-02-05T15_44_25.589623+00_00_LBL_A3
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-02-05T15_44_25.589623+00_00_LBL_C3
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-02-05T15_44_25.589623+00_00_LBL_E3
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-02-05T15_44_25.589623+00_00_LBL_G3
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-02-05T15_44_25.589623+00_00_LBL_A5
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-02-05T15_44_25.589623+00_00_LBL_C5
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-02-05T15_44_25.589623+00_00_LBL_E5
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-02-05T15_44_25.589623+00_00_LBL_G5
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-02-05T15_44_25.589623+00_00_LBL_A7
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-02-05T15_44_25.589623+00_00_LBL_C7
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-02-05T15_44_25.589623+00_00_LBL_E7
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-02-05T15_44_25.589623+00_00_LBL_G7
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-02-05T15_44_25.589623+00_00_LBL_A9
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-02-05T15_44_25.589623+00_00_LBL_C9
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-02-05T15_44_25.589623+00_00_LBL_E9
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-02-05T15_44_25.589623+00_00_LBL_G9
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-02-05T15_44_25.589623+00_00_LBL_A11
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-02-05T15_44_25.589623+00_00_LBL_C11
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-02-05T15_44_25.589623+00_00_LBL_E11
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-02-05T15_44_25.589623+00_00_LBL_G11
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-02-05T15_50_02.982946+00_00_LBL_A1
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-02-05T15_50_02.982946+00_00_LBL_C1
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-02-05T15_50_02.982946+00_00_LBL_E1
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-02-05T15_50_02.982946+00_00_LBL_G1
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-02-05T15_50_02.982946+00_00_LBL_A3
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-02-05T15_50_02.982946+00_00_LBL_C3
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-02-05T15_50_02.982946+00_00_LBL_E3
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-02-05T15_50_02.982946+00_00_LBL_G3
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-02-05T15_50_02.982946+00_00_LBL_A5
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-02-05T15_50_02.982946+00_00_LBL_C5
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-02-05T15_50_02.982946+00_00_LBL_E5
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-02-05T15_50_02.982946+00_00_LBL_G5
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-02-05T15_50_02.982946+00_00_LBL_A7
Dichloromethane,15.659955257270692,25.0 milliliter,25.0,8,0.85,2020-02-05T15_50_02.982946+00_00_LBL_C7
